base_path,filename,ax0_min,ax0_max,ax1_min,ax1_max,confidence,year,diagnosis,diagnosis_raw
//nmbu.no/LargeFile/Project/CubiAI/sortering/dicom sortert level 2,1.2.276.0.95.18290.20210507.121859.0.dcm,488,724,611,849,0.6234333,21,3,"3, UAP"
//nmbu.no/LargeFile/Project/CubiAI/sortering/dicom sortert level 2,1.2.276.0.95.18290.20210507.122108.0.dcm,377,619,495,734,0.42674905,21,3,"3, UAP"
//nmbu.no/LargeFile/Project/CubiAI/sortering/dicom sortert level 2,1.2.276.0.95.31583.1.20211017.152957.0.2.3867.dcm,1047,1223,984,1159,0.99995327,21,3,"3, UAP"
//nmbu.no/LargeFile/Project/CubiAI/sortering/dicom sortert level 2,1.2.276.0.95.31583.1.20211017.153220.0.2.3868.dcm,1230,1409,730,909,0.9999913,21,3,"3, UAP"
//nmbu.no/LargeFile/Project/CubiAI/sortering/dicom sortert level 2,1.2.276.0.95.31933.1.20210312.110751.0.2.17880.dcm,659,837,1220,1397,0.9999937,21,3,"3, UAP"
//nmbu.no/LargeFile/Project/CubiAI/sortering/dicom sortert level 2,1.2.276.0.95.32121.20210722.145247.0.dcm,1096,1302,686,893,0.9999869,21,3,"3, UAP"
//nmbu.no/LargeFile/Project/CubiAI/sortering/dicom sortert level 2,1.2.276.0.95.33342.1.20211101.93646.0.2.5062.dcm,683,852,1456,1626,0.99998987,21,3,"3, UAP"
//nmbu.no/LargeFile/Project/CubiAI/sortering/dicom sortert level 2,1.2.276.0.95.33342.1.20211101.93953.0.2.5063.dcm,569,742,427,600,0.99992836,21,3,"3, UAP"
//nmbu.no/LargeFile/Project/CubiAI/sortering/dicom sortert level 2,1.2.276.0.95.33342.1.20211101.94216.0.2.5064.dcm,623,792,394,563,0.99987555,21,3,"3, UAP"
//nmbu.no/LargeFile/Project/CubiAI/sortering/dicom sortert level 2,1.2.276.0.95.33342.1.20211101.94329.0.2.5065.dcm,721,886,242,408,0.9999778,21,3,"3, UAP"
//nmbu.no/LargeFile/Project/CubiAI/sortering/dicom sortert level 2,1.2.276.0.95.33570.20210407.140448.0.dcm,1306,1488,1468,1649,0.9999995,21,3,"3, UAP"
//nmbu.no/LargeFile/Project/CubiAI/sortering/dicom sortert level 2,1.2.276.0.95.33570.20210407.143814.0.dcm,1382,1558,1524,1701,0.99992216,21,3,"3, UAP"
//nmbu.no/LargeFile/Project/CubiAI/sortering/dicom sortert level 2,1.2.392.200036.9107.500.220.12942.20210114.110651.8879.1.dcm,395,517,772,895,0.999686,21,3,"3, UAP"
//nmbu.no/LargeFile/Project/CubiAI/sortering/dicom sortert level 2,1.2.392.200036.9125.9.0.537879287.161031424.2556726946.dcm,878,1087,606,814,0.9993662,21,3,"3, UAP"
//nmbu.no/LargeFile/Project/CubiAI/sortering/dicom sortert level 2,1.2.840.114387.325720974.33505.16720.39402.224373934393198.dcm,499,663,414,579,0.9999999,21,3,"3, UAP"
//nmbu.no/LargeFile/Project/CubiAI/sortering/dicom sortert level 2,1.3.51.0.7.11509733740.30235.42304.35376.51605.14697.11250.dcm,774,1021,1726,1972,0.98979187,21,3,"3, UAP"
//nmbu.no/LargeFile/Project/CubiAI/sortering/dicom sortert level 2,1.3.51.0.7.12612017091.18887.15689.44225.45101.21950.22351.dcm,1011,1251,1678,1921,0.99940324,21,3,"3, UAP"
//nmbu.no/LargeFile/Project/CubiAI/sortering/dicom sortert level 2,1.3.51.0.7.13768584796.33191.59971.42254.64851.2823.49797.dcm,552,786,530,766,0.9983864,21,3,"3, UAP"
//nmbu.no/LargeFile/Project/CubiAI/sortering/dicom sortert level 2,1.3.51.0.7.1482170625.46370.35403.48966.22022.14365.48787.dcm,284,452,743,912,0.99999666,21,3,"3, UAP"
//nmbu.no/LargeFile/Project/CubiAI/sortering/dicom sortert level 2,1.3.51.0.7.1620489209.15919.4679.41063.56152.19359.30752.dcm,890,1135,1718,1967,0.99879646,21,3,"3, UAP"
//nmbu.no/LargeFile/Project/CubiAI/sortering/dicom sortert level 2,1.3.51.0.7.1888361744.52617.324.44477.3646.4736.15622.dcm,368,575,699,906,0.9998274,21,3,"3, UAP"
//nmbu.no/LargeFile/Project/CubiAI/sortering/dicom sortert level 2,1.3.51.0.7.3784861779.43076.30030.39248.13938.6009.51129.dcm,916,1167,1631,1881,0.99985754,21,3,"3, UAP"
//nmbu.no/LargeFile/Project/CubiAI/sortering/dicom sortert level 2,1.3.51.0.7.3853568718.24653.64590.34164.7437.45276.3803.dcm,974,1125,1468,1620,0.99999714,21,3,"3, UAP"
